season,race_name,numero_quali,Alexander Albon,Antonio Giovinazzi,Carlos Sainz,Charles Leclerc,Daniel Ricciardo,Esteban Ocon,Fernando Alonso,George Russell,Guanyu Zhou,Kevin Magnussen,Kimi Räikkönen,Lance Stroll,Lando Norris,Lewis Hamilton,Liam Lawson,Logan Sargeant,Max Verstappen,Mick Schumacher,Nicholas Latifi,Nico Hülkenberg,Nikita Mazepin,Nyck de Vries,Oscar Piastri,Pierre Gasly,Robert Kubica,Sebastian Vettel,Sergio Pérez,Valtteri Bottas,Yuki Tsunoda
2022,Belgian Grand Prix,3,105837.0,,104297.0,104553.0,0.0,105180.0,105368.0,105776.0,0.0,0.0,,0.0,106178.0,105503.0,,,103665.0,0.0,0.0,,,,,0.0,,0.0,104462.0,0.0,0.0
2022,British Grand Prix,1,102078.0,,100190.0,99846.0,101933.0,101730.0,101598.0,100028.0,100791.0,102159.0,,103430.0,101515.0,100428.0,,,99129.0,102708.0,101998.0,,,,,101680.0,,102666.0,100521.0,101396.0,101893.0
2022,British Grand Prix,2,0.0,,101602.0,101247.0,104355.0,105190.0,102209.0,101725.0,102640.0,0.0,,0.0,101821.0,101062.0,,,100655.0,0.0,103273.0,,,,,103702.0,,0.0,102513.0,104232.0,104311.0
2022,British Grand Prix,3,0.0,,100983.0,101298.0,0.0,0.0,102116.0,102161.0,102719.0,0.0,,0.0,102084.0,101995.0,,,101055.0,0.0,123095.0,,,,,0.0,,0.0,101616.0,0.0,0.0
2022,Canadian Grand Prix,1,94047.0,,92781.0,93008.0,93636.0,93012.0,92277.0,93160.0,93692.0,92957.0,,95532.0,94066.0,93841.0,,,92219.0,93707.0,95660.0,,,,,94492.0,,94512.0,93929.0,93689.0,96575.0
2022,Canadian Grand Prix,2,86858.0,,85197.0,0.0,86375.0,86135.0,84848.0,84950.0,86116.0,86254.0,,0.0,0.0,85543.0,,,83746.0,85684.0,0.0,,,,,0.0,,0.0,93127.0,86788.0,0.0
2022,Canadian Grand Prix,3,0.0,,82096.0,0.0,83749.0,83529.0,81944.0,83557.0,84030.0,82960.0,,0.0,0.0,82891.0,,,81299.0,83356.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0
2022,Dutch Grand Prix,1,71695.0,,71767.0,71443.0,72081.0,71748.0,71667.0,71561.0,71826.0,72319.0,,71568.0,71556.0,71331.0,,,71317.0,71741.0,73353.0,,,,,71705.0,,72391.0,71641.0,71961.0,71427.0
2022,Dutch Grand Prix,2,71802.0,,70814.0,70988.0,0.0,71605.0,71613.0,70824.0,71704.0,0.0,,71416.0,71116.0,71075.0,,,70927.0,71420.0,0.0,,,,,71512.0,,0.0,71314.0,0.0,71428.0
2022,Dutch Grand Prix,3,0.0,,70434.0,70363.0,0.0,0.0,0.0,71147.0,0.0,0.0,,0.0,71174.0,70648.0,,,70342.0,71442.0,0.0,,,,,0.0,,0.0,71077.0,0.0,72556.0
